"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Rio Blanco County, CO"	"08103"	Suppressed	6571	Suppressed	Suppressed	Suppressed	Suppressed
	"Rio Grande County, CO"	"08105"	Suppressed	11543	Suppressed	Suppressed	Suppressed	Suppressed
	"Routt County, CO"	"08107"	Suppressed	24130	Suppressed	Suppressed	Suppressed	Suppressed
	"Saguache County, CO"	"08109"	Suppressed	6251	Suppressed	Suppressed	Suppressed	Suppressed
	"San Juan County, CO"	"08111"	Suppressed	701	Suppressed	Suppressed	Suppressed	Suppressed
	"San Miguel County, CO"	"08113"	Suppressed	7879	Suppressed	Suppressed	Suppressed	Suppressed
	"Sedgwick County, CO"	"08115"	Suppressed	2399	Suppressed	Suppressed	Suppressed	Suppressed
	"Summit County, CO"	"08117"	Suppressed	30257	Suppressed	Suppressed	Suppressed	Suppressed
	"Teller County, CO"	"08119"	12	23385	Unreliable	26.5	89.6	14.8
	"Washington County, CO"	"08121"	Suppressed	4864	Suppressed	Suppressed	Suppressed	Suppressed
	"Weld County, CO"	"08123"	58	285174	20.3	15.4	26.3	2.7
	"Yuma County, CO"	"08125"	Suppressed	10146	Suppressed	Suppressed	Suppressed	Suppressed
	"Fairfield County, CT"	"09001"	73	948053	7.7	6.0	9.7	0.9
	"Hartford County, CT"	"09003"	97	895841	10.8	8.8	13.2	1.1
	"Litchfield County, CT"	"09005"	20	183603	10.9	6.7	16.8	2.4
	"Middlesex County, CT"	"09007"	15	164063	Unreliable	5.1	15.1	2.4
	"New Haven County, CT"	"09009"	108	859470	12.6	10.2	14.9	1.2
	"New London County, CT"	"09011"	43	271863	15.8	11.4	21.3	2.4
	"Tolland County, CT"	"09013"	13	151420	Unreliable	4.6	14.7	2.4
	"Windham County, CT"	"09015"	15	116573	Unreliable	7.2	21.2	3.3
	"Kent County, DE"	"10001"	21	173533	12.1	7.5	18.5	2.6
	"New Castle County, DE"	"10003"	73	556779	13.1	10.3	16.5	1.5
	"Sussex County, DE"	"10005"	28	215622	13.0	8.6	18.8	2.5
	"District of Columbia, DC"	"11001"	34	672228	5.1	3.5	7.1	0.9
	"Alachua County, FL"	"12001"	33	259964	12.7	8.7	17.8	2.2
	"Baker County, FL"	"12003"	Suppressed	27420	Suppressed	Suppressed	Suppressed	Suppressed
	"Bay County, FL"	"12005"	38	181635	20.9	14.8	28.7	3.4
	"Bradford County, FL"	"12007"	Suppressed	26928	Suppressed	Suppressed	Suppressed	Suppressed
	"Brevard County, FL"	"12009"	140	568088	24.6	20.6	28.7	2.1
	"Broward County, FL"	"12011"	222	1896425	11.7	10.2	13.2	0.8
	"Calhoun County, FL"	"12013"	Suppressed	14462	Suppressed	Suppressed	Suppressed	Suppressed
	"Charlotte County, FL"	"12015"	39	173115	22.5	16.0	30.8	3.6
	"Citrus County, FL"	"12017"	30	141058	21.3	14.3	30.4	3.9
	"Clay County, FL"	"12019"	30	203967	14.7	9.9	21.0	2.7
	"Collier County, FL"	"12021"	46	357305	12.9	9.4	17.2	1.9
	"Columbia County, FL"	"12023"	10	68348	Unreliable	7.0	26.9	4.6
	"DeSoto County, FL"	"12027"	Suppressed	35458	Suppressed	Suppressed	Suppressed	Suppressed
	"Dixie County, FL"	"12029"	Suppressed	16203	Suppressed	Suppressed	Suppressed	Suppressed
	"Duval County, FL"	"12031"	164	913010	18.0	15.2	20.7	1.4
	"Escambia County, FL"	"12033"	55	311003	17.7	13.3	23.0	2.4
	"Flagler County, FL"	"12035"	26	105392	24.7	16.1	36.1	4.8
	"Franklin County, FL"	"12037"	Suppressed	11761	Suppressed	Suppressed	Suppressed	Suppressed
	"Gadsden County, FL"	"12039"	Suppressed	46036	Suppressed	Suppressed	Suppressed	Suppressed
	"Gilchrist County, FL"	"12041"	Suppressed	17199	Suppressed	Suppressed	Suppressed	Suppressed
	"Glades County, FL"	"12043"	Suppressed	13670	Suppressed	Suppressed	Suppressed	Suppressed
	"Gulf County, FL"	"12045"	Suppressed	15871	Suppressed	Suppressed	Suppressed	Suppressed
	"Hamilton County, FL"	"12047"	Suppressed	14295	Suppressed	Suppressed	Suppressed	Suppressed
	"Hardee County, FL"	"12049"	Suppressed	27502	Suppressed	Suppressed	Suppressed	Suppressed
	"Hendry County, FL"	"12051"	Suppressed	39119	Suppressed	Suppressed	Suppressed	Suppressed
	"Hernando County, FL"	"12053"	39	178439	21.9	15.5	29.9	3.5
	"Highlands County, FL"	"12055"	18	99491	Unreliable	10.7	28.6	4.3
	"Hillsborough County, FL"	"12057"	198	1349050	14.7	12.6	16.7	1.0
	"Holmes County, FL"	"12059"	Suppressed	19324	Suppressed	Suppressed	Suppressed	Suppressed
	"Indian River County, FL"	"12061"	18	147919	Unreliable	7.2	19.2	2.9
	"Jackson County, FL"	"12063"	11	48599	Unreliable	11.3	40.5	6.8
	"Jefferson County, FL"	"12065"	Suppressed	14081	Suppressed	Suppressed	Suppressed	Suppressed
	"Lafayette County, FL"	"12067"	Suppressed	8663	Suppressed	Suppressed	Suppressed	Suppressed
	"Lake County, FL"	"12069"	52	325875	16.0	11.9	20.9	2.2
	"Lee County, FL"	"12071"	122	701982	17.4	14.3	20.5	1.6
	"Leon County, FL"	"12073"	34	286272	11.9	8.2	16.6	2.0
	"Levy County, FL"	"12075"	12	39832	Unreliable	15.6	52.6	8.7
	"Liberty County, FL"	"12077"	Suppressed	8331	Suppressed	Suppressed	Suppressed	Suppressed
	"Madison County, FL"	"12079"	Suppressed	18408	Suppressed	Suppressed	Suppressed	Suppressed
	"Manatee County, FL"	"12081"	64	363369	17.6	13.6	22.5	2.2
	"Marion County, FL"	"12083"	78	343254	22.7	18.0	28.4	2.6
	"Martin County, FL"	"12085"	22	156283	14.1	8.8	21.3	3.0
	"Miami-Dade County, FL"	"12086"	282	2693117	10.5	9.2	11.7	0.6
	"Monroe County, FL"	"12087"	19	77482	Unreliable	14.8	38.3	5.6
	"Nassau County, FL"	"12089"	18	78444	Unreliable	13.6	36.3	5.4
	"Okaloosa County, FL"	"12091"	37	198664	18.6	13.1	25.7	3.1
	"Okeechobee County, FL"	"12093"	Suppressed	39469	Suppressed	Suppressed	Suppressed	Suppressed
	"Orange County, FL"	"12095"	135	1288126	10.5	8.7	12.2	0.9
	"Osceola County, FL"	"12097"	29	323993	9.0	6.0	12.9	1.7
	"Palm Beach County, FL"	"12099"	227	1422789	16.0	13.9	18.0	1.1
	"Pasco County, FL"	"12101"	104	497909	20.9	16.9	24.9	2.0
	"Pinellas County, FL"	"12103"	199	949827	21.0	18.0	23.9	1.5
	"Polk County, FL"	"12105"	101	650092	15.5	12.5	18.6	1.5
	"Putnam County, FL"	"12107"	12	72023	Unreliable	8.6	29.1	4.8
	"St. Johns County, FL"	"12109"	43	226640	19.0	13.7	25.6	2.9
	"St. Lucie County, FL"	"12111"	54	298563	18.1	13.6	23.6	2.5
	"Santa Rosa County, FL"	"12113"	30	167040	18.0	12.1	25.6	3.3
	"Sarasota County, FL"	"12115"	100	405549	24.7	19.8	29.5	2.5
	"Seminole County, FL"	"12117"	56	449144	12.5	9.4	16.2	1.7
	"Sumter County, FL"	"12119"	13	118891	Unreliable	5.8	18.7	3.0
	"Suwannee County, FL"	"12121"	10	43760	Unreliable	11.0	42.0	7.2
	"Taylor County, FL"	"12123"	Suppressed	22493	Suppressed	Suppressed	Suppressed	Suppressed
	"Union County, FL"	"12125"	Suppressed	15234	Suppressed	Suppressed	Suppressed	Suppressed
	"Volusia County, FL"	"12127"	125	517887	24.1	19.9	28.4	2.2
	"Wakulla County, FL"	"12129"	Suppressed	31535	Suppressed	Suppressed	Suppressed	Suppressed
	"Walton County, FL"	"12131"	13	63508	Unreliable	10.9	35.0	5.7
	"Washington County, FL"	"12133"	Suppressed	24687	Suppressed	Suppressed	Suppressed	Suppressed
	"Appling County, GA"	"13001"	Suppressed	18454	Suppressed	Suppressed	Suppressed	Suppressed
	"Atkinson County, GA"	"13003"	Suppressed	8398	Suppressed	Suppressed	Suppressed	Suppressed
	"Bacon County, GA"	"13005"	Suppressed	11299	Suppressed	Suppressed	Suppressed	Suppressed
	"Baker County, GA"	"13007"	Suppressed	3180	Suppressed	Suppressed	Suppressed	Suppressed
	"Baldwin County, GA"	"13009"	11	45459	Unreliable	12.1	43.3	7.3
	"Banks County, GA"	"13011"	Suppressed	18495	Suppressed	Suppressed	Suppressed	Suppressed
	"Barrow County, GA"	"13013"	16	75370	Unreliable	12.1	34.5	5.3
	"Bartow County, GA"	"13015"	18	102747	Unreliable	10.4	27.7	4.1
	"Ben Hill County, GA"	"13017"	Suppressed	17403	Suppressed	Suppressed	Suppressed	Suppressed
	"Berrien County, GA"	"13019"	Suppressed	18963	Suppressed	Suppressed	Suppressed	Suppressed
	"Bibb County, GA"	"13021"	16	153721	Unreliable	5.9	16.9	2.6
	"Bleckley County, GA"	"13023"	Suppressed	12243	Suppressed	Suppressed	Suppressed	Suppressed
	"Brantley County, GA"	"13025"	Suppressed	18455	Suppressed	Suppressed	Suppressed	Suppressed
	"Brooks County, GA"	"13027"	Suppressed	15658	Suppressed	Suppressed	Suppressed	Suppressed
	"Bryan County, GA"	"13029"	13	35137	Unreliable	19.7	63.3	10.3
	"Bulloch County, GA"	"13031"	Suppressed	72651	Suppressed	Suppressed	Suppressed	Suppressed
	"Burke County, GA"	"13033"	Suppressed	22745	Suppressed	Suppressed	Suppressed	Suppressed
	"Butts County, GA"	"13035"	Suppressed	23593	Suppressed	Suppressed	Suppressed	Suppressed
	"Calhoun County, GA"	"13037"	Suppressed	6479	Suppressed	Suppressed	Suppressed	Suppressed
	"Camden County, GA"	"13039"	Suppressed	52102	Suppressed	Suppressed	Suppressed	Suppressed
	"Candler County, GA"	"13043"	Suppressed	10886	Suppressed	Suppressed	Suppressed	Suppressed
	"Carroll County, GA"	"13045"	13	114545	Unreliable	6.0	19.4	3.1
	"Catoosa County, GA"	"13047"	10	66050	Unreliable	7.3	27.8	4.8
	"Charlton County, GA"	"13049"	Suppressed	12965	Suppressed	Suppressed	Suppressed	Suppressed
	"Chatham County, GA"	"13051"	46	286956	16.0	11.7	21.4	2.4
	"Chattahoochee County, GA"	"13053"	Suppressed	11368	Suppressed	Suppressed	Suppressed	Suppressed
	"Chattooga County, GA"	"13055"	Suppressed	24922	Suppressed	Suppressed	Suppressed	Suppressed
	"Cherokee County, GA"	"13057"	34	235900	14.4	10.0	20.1	2.5
	"Clarke County, GA"	"13059"	17	123912	Unreliable	8.0	22.0	3.3
	"Clay County, GA"	"13061"	Suppressed	3141	Suppressed	Suppressed	Suppressed	Suppressed
	"Clayton County, GA"	"13063"	21	273955	7.7	4.7	11.7	1.7
	"Clinch County, GA"	"13065"	Suppressed	6893	Suppressed	Suppressed	Suppressed	Suppressed
	"Cobb County, GA"	"13067"	90	741334	12.1	9.8	14.9	1.3
	"Coffee County, GA"	"13069"	Suppressed	43108	Suppressed	Suppressed	Suppressed	Suppressed
	"Colquitt County, GA"	"13071"	Suppressed	45844	Suppressed	Suppressed	Suppressed	Suppressed
	"Columbia County, GA"	"13073"	20	144052	13.9	8.5	21.4	3.1
	"Cook County, GA"	"13075"	Suppressed	17124	Suppressed	Suppressed	Suppressed	Suppressed
	"Coweta County, GA"	"13077"	20	138427	14.4	8.8	22.3	3.2
	"Crawford County, GA"	"13079"	Suppressed	12388	Suppressed	Suppressed	Suppressed	Suppressed
	"Crisp County, GA"	"13081"	Suppressed	22881	Suppressed	Suppressed	Suppressed	Suppressed
	"Dade County, GA"	"13083"	Suppressed	16264	Suppressed	Suppressed	Suppressed	Suppressed
	"Dawson County, GA"	"13085"	10	23312	Unreliable	20.6	78.9	13.6
	"Decatur County, GA"	"13087"	Suppressed	27174	Suppressed	Suppressed	Suppressed	Suppressed
	"DeKalb County, GA"	"13089"	60	734871	8.2	6.2	10.5	1.1
	"Dodge County, GA"	"13091"	Suppressed	20882	Suppressed	Suppressed	Suppressed	Suppressed
	"Dooly County, GA"	"13093"	Suppressed	14035	Suppressed	Suppressed	Suppressed	Suppressed
	"Dougherty County, GA"	"13095"	Suppressed	91332	Suppressed	Suppressed	Suppressed	Suppressed
	"Douglas County, GA"	"13097"	17	140733	Unreliable	7.0	19.3	2.9
	"Early County, GA"	"13099"	Suppressed	10575	Suppressed	Suppressed	Suppressed	Suppressed
	"Echols County, GA"	"13101"	Suppressed	4040	Suppressed	Suppressed	Suppressed	Suppressed
	"Effingham County, GA"	"13103"	Suppressed	57106	Suppressed	Suppressed	Suppressed	Suppressed
	"Elbert County, GA"	"13105"	Suppressed	19364	Suppressed	Suppressed	Suppressed	Suppressed
	"Emanuel County, GA"	"13107"	Suppressed	22708	Suppressed	Suppressed	Suppressed	Suppressed
	"Evans County, GA"	"13109"	Suppressed	10787	Suppressed	Suppressed	Suppressed	Suppressed
	"Fannin County, GA"	"13111"	Suppressed	24303	Suppressed	Suppressed	Suppressed	Suppressed
	"Fayette County, GA"	"13113"	18	110714	Unreliable	9.6	25.7	3.8
	"Floyd County, GA"	"13115"	10	96504	Unreliable	5.0	19.1	3.3
	"Forsyth County, GA"	"13117"	25	212438	11.8	7.6	17.4	2.4
	"Franklin County, GA"	"13119"	Suppressed	22311	Suppressed	Suppressed	Suppressed	Suppressed
	"Fulton County, GA"	"13121"	89	1010562	8.8	7.1	10.8	0.9
	"Gilmer County, GA"	"13123"	Suppressed	29400	Suppressed	Suppressed	Suppressed	Suppressed
	"Glascock County, GA"	"13125"	Suppressed	3065	Suppressed	Suppressed	Suppressed	Suppressed
	"Glynn County, GA"	"13127"	15	83579	Unreliable	10.0	29.6	4.6
	"Gordon County, GA"	"13129"	Suppressed	56574	Suppressed	Suppressed	Suppressed	Suppressed
	"Grady County, GA"	"13131"	Suppressed	25205	Suppressed	Suppressed	Suppressed	Suppressed
	"Greene County, GA"	"13133"	Suppressed	16710	Suppressed	Suppressed	Suppressed	Suppressed
	"Gwinnett County, GA"	"13135"	109	895823	12.2	9.9	14.5	1.2
	"Habersham County, GA"	"13137"	Suppressed	43996	Suppressed	Suppressed	Suppressed	Suppressed
	"Hall County, GA"	"13139"	22	193535	11.4	7.1	17.2	2.4
	"Hancock County, GA"	"13141"	Suppressed	8551	Suppressed	Suppressed	Suppressed	Suppressed
	"Haralson County, GA"	"13143"	Suppressed	28854	Suppressed	Suppressed	Suppressed	Suppressed
	"Harris County, GA"	"13145"	Suppressed	33381	Suppressed	Suppressed	Suppressed	Suppressed
	"Hart County, GA"	"13147"	Suppressed	25534	Suppressed	Suppressed	Suppressed	Suppressed
	"Heard County, GA"	"13149"	Suppressed	11539	Suppressed	Suppressed	Suppressed	Suppressed
	"Henry County, GA"	"13151"	17	217739	Unreliable	4.5	12.5	1.9
	"Houston County, GA"	"13153"	18	150033	Unreliable	7.1	19.0	2.8
	"Irwin County, GA"	"13155"	Suppressed	9245	Suppressed	Suppressed	Suppressed	Suppressed
	"Jackson County, GA"	"13157"	15	63360	Unreliable	13.3	39.0	6.1
	"Jasper County, GA"	"13159"	Suppressed	13635	Suppressed	Suppressed	Suppressed	Suppressed
	"Jeff Davis County, GA"	"13161"	Suppressed	14920	Suppressed	Suppressed	Suppressed	Suppressed
	"Jefferson County, GA"	"13163"	Suppressed	16106	Suppressed	Suppressed	Suppressed	Suppressed
	"Jenkins County, GA"	"13165"	Suppressed	8957	Suppressed	Suppressed	Suppressed	Suppressed
	"Johnson County, GA"	"13167"	Suppressed	9656	Suppressed	Suppressed	Suppressed	Suppressed
	"Jones County, GA"	"13169"	Suppressed	28494	Suppressed	Suppressed	Suppressed	Suppressed
	"Lamar County, GA"	"13171"	Suppressed	18201	Suppressed	Suppressed	Suppressed	Suppressed
	"Lanier County, GA"	"13173"	Suppressed	10312	Suppressed	Suppressed	Suppressed	Suppressed
	"Laurens County, GA"	"13175"	Suppressed	47731	Suppressed	Suppressed	Suppressed	Suppressed
	"Lee County, GA"	"13177"	Suppressed	29202	Suppressed	Suppressed	Suppressed	Suppressed
	"Liberty County, GA"	"13179"	10	62467	Unreliable	7.7	29.4	5.1
	"Lincoln County, GA"	"13181"	Suppressed	7673	Suppressed	Suppressed	Suppressed	Suppressed
	"Long County, GA"	"13183"	Suppressed	17731	Suppressed	Suppressed	Suppressed	Suppressed
	"Lowndes County, GA"	"13185"	12	112865	Unreliable	5.5	18.6	3.1
	"Lumpkin County, GA"	"13187"	Suppressed	31408	Suppressed	Suppressed	Suppressed	Suppressed
	"McDuffie County, GA"	"13189"	Suppressed	21540	Suppressed	Suppressed	Suppressed	Suppressed
	"McIntosh County, GA"	"13191"	Suppressed	13969	Suppressed	Suppressed	Suppressed	Suppressed
	"Macon County, GA"	"13193"	Suppressed	13632	Suppressed	Suppressed	Suppressed	Suppressed
	"Madison County, GA"	"13195"	Suppressed	28441	Suppressed	Suppressed	Suppressed	Suppressed
	"Marion County, GA"	"13197"	Suppressed	8761	Suppressed	Suppressed	Suppressed	Suppressed
	"Meriwether County, GA"	"13199"	Suppressed	21190	Suppressed	Suppressed	Suppressed	Suppressed
	"Miller County, GA"	"13201"	Suppressed	5854	Suppressed	Suppressed	Suppressed	Suppressed
	"Mitchell County, GA"	"13205"	Suppressed	22574	Suppressed	Suppressed	Suppressed	Suppressed
	"Monroe County, GA"	"13207"	Suppressed	27103	Suppressed	Suppressed	Suppressed	Suppressed
	"Montgomery County, GA"	"13209"	Suppressed	8951	Suppressed	Suppressed	Suppressed	Suppressed
	"Morgan County, GA"	"13211"	Suppressed	18046	Suppressed	Suppressed	Suppressed	Suppressed
	"Murray County, GA"	"13213"	Suppressed	39565	Suppressed	Suppressed	Suppressed	Suppressed
	"Muscogee County, GA"	"13215"	24	200579	12.0	7.7	17.8	2.4
	"Newton County, GA"	"13217"	11	105473	Unreliable	5.2	18.7	3.1
	"Oconee County, GA"	"13219"	Suppressed	35965	Suppressed	Suppressed	Suppressed	Suppressed
	"Oglethorpe County, GA"	"13221"	Suppressed	14871	Suppressed	Suppressed	Suppressed	Suppressed
	"Paulding County, GA"	"13223"	18	152238	Unreliable	7.0	18.7	2.8
	"Peach County, GA"	"13225"	Suppressed	26720	Suppressed	Suppressed	Suppressed	Suppressed
	"Pickens County, GA"	"13227"	Suppressed	30309	Suppressed	Suppressed	Suppressed	Suppressed
	"Pierce County, GA"	"13229"	Suppressed	19103	Suppressed	Suppressed	Suppressed	Suppressed
	"Pike County, GA"	"13231"	Suppressed	17941	Suppressed	Suppressed	Suppressed	Suppressed
	"Polk County, GA"	"13233"	Suppressed	41524	Suppressed	Suppressed	Suppressed	Suppressed
	"Pulaski County, GA"	"13235"	Suppressed	11396	Suppressed	Suppressed	Suppressed	Suppressed
	"Putnam County, GA"	"13237"	Suppressed	21353	Suppressed	Suppressed	Suppressed	Suppressed
	"Quitman County, GA"	"13239"	Suppressed	2302	Suppressed	Suppressed	Suppressed	Suppressed
	"Rabun County, GA"	"13241"	Suppressed	16281	Suppressed	Suppressed	Suppressed	Suppressed
	"Randolph County, GA"	"13243"	Suppressed	7193	Suppressed	Suppressed	Suppressed	Suppressed
	"Richmond County, GA"	"13245"	34	201793	16.8	11.7	23.5	2.9
	"Rockdale County, GA"	"13247"	14	88856	Unreliable	8.6	26.4	4.2
	"Schley County, GA"	"13249"	Suppressed	5168	Suppressed	Suppressed	Suppressed	Suppressed
	"Screven County, GA"	"13251"	Suppressed	14162	Suppressed	Suppressed	Suppressed	Suppressed
	"Seminole County, GA"	"13253"	Suppressed	8647	Suppressed	Suppressed	Suppressed	Suppressed
	"Spalding County, GA"	"13255"	Suppressed	64051	Suppressed	Suppressed	Suppressed	Suppressed
	"Stephens County, GA"	"13257"	Suppressed	25586	Suppressed	Suppressed	Suppressed	Suppressed
	"Stewart County, GA"	"13259"	Suppressed	5851	Suppressed	Suppressed	Suppressed	Suppressed
	"Sumter County, GA"	"13261"	Suppressed	30779	Suppressed	Suppressed	Suppressed	Suppressed
	"Talbot County, GA"	"13263"	Suppressed	6337	Suppressed	Suppressed	Suppressed	Suppressed
	"Taliaferro County, GA"	"13265"	Suppressed	1639	Suppressed	Suppressed	Suppressed	Suppressed
	"Tattnall County, GA"	"13267"	Suppressed	25229	Suppressed	Suppressed	Suppressed	Suppressed
	"Taylor County, GA"	"13269"	Suppressed	8330	Suppressed	Suppressed	Suppressed	Suppressed
	"Telfair County, GA"	"13271"	Suppressed	16400	Suppressed	Suppressed	Suppressed	Suppressed
	"Terrell County, GA"	"13273"	Suppressed	9113	Suppressed	Suppressed	Suppressed	Suppressed
	"Thomas County, GA"	"13275"	Suppressed	45063	Suppressed	Suppressed	Suppressed	Suppressed
	"Tift County, GA"	"13277"	Suppressed	40764	Suppressed	Suppressed	Suppressed	Suppressed
	"Toombs County, GA"	"13279"	Suppressed	27241	Suppressed	Suppressed	Suppressed	Suppressed
	"Towns County, GA"	"13281"	Suppressed	11182	Suppressed	Suppressed	Suppressed	Suppressed
	"Treutlen County, GA"	"13283"	Suppressed	6785	Suppressed	Suppressed	Suppressed	Suppressed
	"Troup County, GA"	"13285"	14	69763	Unreliable	11.0	33.7	5.4
	"Turner County, GA"	"13287"	Suppressed	8214	Suppressed	Suppressed	Suppressed	Suppressed
	"Twiggs County, GA"	"13289"	Suppressed	8390	Suppressed	Suppressed	Suppressed	Suppressed
	"Union County, GA"	"13291"	Suppressed	22267	Suppressed	Suppressed	Suppressed	Suppressed
	"Upson County, GA"	"13293"	Suppressed	26368	Suppressed	Suppressed	Suppressed	Suppressed
	"Walker County, GA"	"13295"	12	68066	Unreliable	9.1	30.8	5.1
	"Walton County, GA"	"13297"	11	88399	Unreliable	6.2	22.3	3.8
	"Ware County, GA"	"13299"	Suppressed	35370	Suppressed	Suppressed	Suppressed	Suppressed
	"Warren County, GA"	"13301"	Suppressed	5460	Suppressed	Suppressed	Suppressed	Suppressed
	"Washington County, GA"	"13303"	Suppressed	20816	Suppressed	Suppressed	Suppressed	Suppressed
	"Wayne County, GA"	"13305"	Suppressed	29534	Suppressed	Suppressed	Suppressed	Suppressed
	"Webster County, GA"	"13307"	Suppressed	2648	Suppressed	Suppressed	Suppressed	Suppressed
	"Wheeler County, GA"	"13309"	Suppressed	7903	Suppressed	Suppressed	Suppressed	Suppressed
	"White County, GA"	"13311"	Suppressed	28319	Suppressed	Suppressed	Suppressed	Suppressed
	"Whitfield County, GA"	"13313"	12	104216	Unreliable	5.9	20.1	3.3
	"Wilcox County, GA"	"13315"	Suppressed	8857	Suppressed	Suppressed	Suppressed	Suppressed
	"Wilkes County, GA"	"13317"	Suppressed	9867	Suppressed	Suppressed	Suppressed	Suppressed
	"Wilkinson County, GA"	"13319"	Suppressed	9155	Suppressed	Suppressed	Suppressed	Suppressed
	"Worth County, GA"	"13321"	Suppressed	20699	Suppressed	Suppressed	Suppressed	Suppressed
	"Hawaii County, HI"	"15001"	35	196428	17.8	12.4	24.8	3.0
	"Honolulu County, HI"	"15003"	122	998714	12.2	10.0	14.4	1.1
	"Kalawao County, HI"	"15005"	Suppressed	89	Suppressed	Suppressed	Suppressed	Suppressed
	"Kauai County, HI"	"15007"	16	71735	Unreliable	12.7	36.2	5.6
	"Maui County, HI"	"15009"	28	164637	17.0	11.3	24.6	3.2
	"Ada County, ID"	"16001"	79	434211	18.2	14.4	22.7	2.0
	"Adams County, ID"	"16003"	Suppressed	3843	Suppressed	Suppressed	Suppressed	Suppressed
	"Bannock County, ID"	"16005"	28	83744	33.4	22.2	48.3	6.3
	"Bear Lake County, ID"	"16007"	Suppressed	5922	Suppressed	Suppressed	Suppressed	Suppressed
